"","Federal.Provider.Number","Provider.Name","Survey.Date","Deficiency.Tag.Number","Deficiency.Category","Deficiency.Description","Deficiency.Corrected","Scope.Severity.Code","Correction.Date","total_deaths","State","Geolocation"
"110","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","12/15/2017",35,"CA","POINT (-118.28051200000002 34.056061)"
"111","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","12/15/2017",33,"CA","POINT (-118.28051200000002 34.056061)"
"112","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","12/15/2017",25,"CA","POINT (-118.28051200000002 34.056061)"
"113","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","12/15/2017",37,"CA","POINT (-118.28051200000002 34.056061)"
"114","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","12/15/2017",26,"CA","POINT (-118.28051200000002 34.056061)"
"115","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","12/15/2017",29,"CA","POINT (-118.28051200000002 34.056061)"
"116","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","12/15/2017",27,"CA","POINT (-118.28051200000002 34.056061)"
"117","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","12/15/2017",35,"CA","POINT (-118.28051200000002 34.056061)"
"118","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","12/15/2017",33,"CA","POINT (-118.28051200000002 34.056061)"
"119","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","12/15/2017",25,"CA","POINT (-118.28051200000002 34.056061)"
"120","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","12/15/2017",37,"CA","POINT (-118.28051200000002 34.056061)"
"121","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","12/15/2017",26,"CA","POINT (-118.28051200000002 34.056061)"
"122","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","12/15/2017",29,"CA","POINT (-118.28051200000002 34.056061)"
"123","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",517,"Administration Deficiencies","Have a detailed, written plan for disasters and emergencies, such as fire, severe weather, and missing residents.","Deficient, Provider has date of correction","D","12/15/2017",27,"CA","POINT (-118.28051200000002 34.056061)"
"124","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",517,"Administration Deficiencies","Have a detailed, written plan for disasters and emergencies, such as fire, severe weather, and missing residents.","Deficient, Provider has date of correction","D","12/15/2017",35,"CA","POINT (-118.28051200000002 34.056061)"
"125","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",517,"Administration Deficiencies","Have a detailed, written plan for disasters and emergencies, such as fire, severe weather, and missing residents.","Deficient, Provider has date of correction","D","12/15/2017",33,"CA","POINT (-118.28051200000002 34.056061)"
"126","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",517,"Administration Deficiencies","Have a detailed, written plan for disasters and emergencies, such as fire, severe weather, and missing residents.","Deficient, Provider has date of correction","D","12/15/2017",25,"CA","POINT (-118.28051200000002 34.056061)"
"127","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",517,"Administration Deficiencies","Have a detailed, written plan for disasters and emergencies, such as fire, severe weather, and missing residents.","Deficient, Provider has date of correction","D","12/15/2017",37,"CA","POINT (-118.28051200000002 34.056061)"
"128","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",517,"Administration Deficiencies","Have a detailed, written plan for disasters and emergencies, such as fire, severe weather, and missing residents.","Deficient, Provider has date of correction","D","12/15/2017",26,"CA","POINT (-118.28051200000002 34.056061)"
"129","056244","GRAND PARK CONVALESCENT HOSPITAL","11/17/2017",517,"Administration Deficiencies","Have a detailed, written plan for disasters and emergencies, such as fire, severe weather, and missing residents.","Deficient, Provider has date of correction","D","12/15/2017",29,"CA","POINT (-118.28051200000002 34.056061)"
"130","056244","GRAND PARK CONVALESCENT HOSPITAL","07/01/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","D","07/15/2019",27,"CA","POINT (-118.28051200000002 34.056061)"
"131","056244","GRAND PARK CONVALESCENT HOSPITAL","07/01/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","D","07/15/2019",35,"CA","POINT (-118.28051200000002 34.056061)"
"132","056244","GRAND PARK CONVALESCENT HOSPITAL","07/01/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","D","07/15/2019",33,"CA","POINT (-118.28051200000002 34.056061)"
"133","056244","GRAND PARK CONVALESCENT HOSPITAL","07/01/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","D","07/15/2019",25,"CA","POINT (-118.28051200000002 34.056061)"
"134","056244","GRAND PARK CONVALESCENT HOSPITAL","07/01/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","D","07/15/2019",37,"CA","POINT (-118.28051200000002 34.056061)"
"135","056244","GRAND PARK CONVALESCENT HOSPITAL","07/01/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","D","07/15/2019",26,"CA","POINT (-118.28051200000002 34.056061)"
"136","056244","GRAND PARK CONVALESCENT HOSPITAL","07/01/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","D","07/15/2019",29,"CA","POINT (-118.28051200000002 34.056061)"
"137","056244","GRAND PARK CONVALESCENT HOSPITAL","11/24/2019",867,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.","Deficient, Provider has date of correction","E","12/26/2019",27,"CA","POINT (-118.28051200000002 34.056061)"
"138","056244","GRAND PARK CONVALESCENT HOSPITAL","11/24/2019",867,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.","Deficient, Provider has date of correction","E","12/26/2019",35,"CA","POINT (-118.28051200000002 34.056061)"
"139","056244","GRAND PARK CONVALESCENT HOSPITAL","11/24/2019",867,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.","Deficient, Provider has date of correction","E","12/26/2019",33,"CA","POINT (-118.28051200000002 34.056061)"
"140","056244","GRAND PARK CONVALESCENT HOSPITAL","11/24/2019",867,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.","Deficient, Provider has date of correction","E","12/26/2019",25,"CA","POINT (-118.28051200000002 34.056061)"
"141","056244","GRAND PARK CONVALESCENT HOSPITAL","11/24/2019",867,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.","Deficient, Provider has date of correction","E","12/26/2019",37,"CA","POINT (-118.28051200000002 34.056061)"
